Tournament,Team,Player,Scene
BB4,Arguably,Richard Van,SFL
BB4,Beemeditated Murder,Trevor Luster,DSM
BB4,Beemeditated Murder,Kaitlyn Pace,DFW
BB4,Beemeditated Murder,Stephen Renfroe,DFW
BB4,Beemeditated Murder,Dennis Chern,KC
BB4,Beemeditated Murder,Tony Rojo,MKE
BB4,A Good Sussparilla,Bert Wierenga,CHI
BB4,A Good Sussparilla,David Kirk,CHI
BB4,A Good Sussparilla,Spencer Burton,BOS
BB4,A Good Sussparilla,Eli Azizy,CLT
BB4,A Good Sussparilla,Christina Norton,CHI
BB4,"Dope Hair, Don't Care",Blake Compton,CBUS
BB4,"Dope Hair, Don't Care",Bobby Boehl,CIN
BB4,"Dope Hair, Don't Care",Andy Laber,KC
BB4,"Dope Hair, Don't Care",Matt Thompson,CBUS
BB4,"Dope Hair, Don't Care",Dylan Lee,PDX
BB4,grandpa-billy.rake,Victor Jardim,NY
BB4,grandpa-billy.rake,Daphane Love,NY
BB4,grandpa-billy.rake,Richard Chan,NY
BB4,grandpa-billy.rake,Marian Wu,NY
BB4,grandpa-billy.rake,Mustafa Allsop,NY
BB4,Bring Ingredient,Ian Lukidis,CHI
BB4,Bring Ingredient,Kendra Kop,SF
BB4,Bring Ingredient,Heather Davis,SF
BB4,Bring Ingredient,Alex Kogan,CHI
BB4,Bring Ingredient,Joel Stockard,KC
BB4,BOOM! Tetris,Joe Enrico,CLT
BB4,BOOM! Tetris,Maria Barrell,CLT
BB4,BOOM! Tetris,Ryan Vile,CBUS
BB4,BOOM! Tetris,Jason Maxwell,CHA
BB4,BOOM! Tetris,Camille Cass,CHA
BB4,Big Mac and The McNuggets,Brian McFadden,NY
BB4,Big Mac and The McNuggets,Karl Smith,NY
BB4,Big Mac and The McNuggets,Evan Ritscher,NY
BB4,Big Mac and The McNuggets,Drew Sandquist,NY
BB4,Big Mac and The McNuggets,Jordan Toth,NY
BB4,B. D. Ogre,Zane Cacace,LA
BB4,B. D. Ogre,Brian Knecht,STL
BB4,B. D. Ogre,Kevin Knecht,STL
BB4,B. D. Ogre,Nick Bornemann,MPLS
BB4,B. D. Ogre,Logan Duren,CHA
BB4,I Write Wins Not Strategies,Jordan Navarra,CLT
BB4,I Write Wins Not Strategies,Courtney Hickey,CBUS
BB4,I Write Wins Not Strategies,Andrew Griner,CLT
BB4,I Write Wins Not Strategies,James Brown,CLT
BB4,I Write Wins Not Strategies,Kristian Andrewson,CLT
BB4,Marina & the Diamonds,Marina Catherine,MPLS
BB4,Marina & the Diamonds,Brad Schoenherr,MPLS
BB4,Marina & the Diamonds,Gabriel Gray,CLT
BB4,Marina & the Diamonds,Steve Parker,DC
BB4,Marina & the Diamonds,Joe Pollard,ATX
BB4,Friendly Flyers,Rick Rushing,CHA
BB4,Friendly Flyers,Jack Akins,CHA
BB4,Friendly Flyers,Justin Time,CHA
BB4,Friendly Flyers,Ryan Nevison,CHA
BB4,Friendly Flyers,Frankie Pinkston,CHA
BB4,Dumpster (J)Divers,Brian Aston,JAX
BB4,Dumpster (J)Divers,Matthew Stevenson,JAX
BB4,Dumpster (J)Divers,Aaron Bobby,JAX
BB4,Dumpster (J)Divers,Monica West,JAX
BB4,Dumpster (J)Divers,Jordan Trajano,JAX
BB4,Oishīdesu ka?,Ash Ramirez,SF
BB4,Oishīdesu ka?,John Smith,SF
BB4,Oishīdesu ka?,Chris Dessonville,SF
BB4,Oishīdesu ka?,Nathan Vorhees,PDX
BB4,Oishīdesu ka?,Tony Hauber,ELK
BB4,BumbleTrash,Toshi Satow,SEA
BB4,BumbleTrash,Rachel Rohrbach,SEA
BB4,BumbleTrash,Quinn Mazure,SEA
BB4,BumbleTrash,Katie Rhodes,CHI
BB4,BumbleTrash,Jenna Reynolds,CLT
BB4,Fresh,Sebastian Clavero,SFL
BB4,Fresh,Joe P,SFL
BB4,Fresh,Jabin Thomas,SFL
BB4,Fresh,Brandon Gould,SFL
BB4,Fresh,Alex - SFL,SFL
BB4,Keeper of the Shades™,Alex Panait,NY
BB4,Keeper of the Shades™,Belia Portillo,CHI
BB4,Keeper of the Shades™,Anna Willoughby,ATL
BB4,Keeper of the Shades™,Kyle Gustafson,MKE
BB4,Keeper of the Shades™,Aaron Tran,CLT
BB4,Escarletsgo,James Bishop,SLC
BB4,Escarletsgo,Nickie Bishop,SLC
BB4,Escarletsgo,McKenna Caldwell,SLC
BB4,Escarletsgo,Curtis Clements,SLC
BB4,Escarletsgo,Elyse Freeman,SLC
BB4,Dick Cheney Profited Off The Iraq War,Spencer Kern,CIN
BB4,Dick Cheney Profited Off The Iraq War,John Lyons,CIN
BB4,Dick Cheney Profited Off The Iraq War,Austin Husky,CIN
BB4,Dick Cheney Profited Off The Iraq War,Hayley Huge,CIN
BB4,Dick Cheney Profited Off The Iraq War,JC Statt,CIN
BB4,Double it!,Christop Corley,CHA
BB4,Double it!,Anthony Haats,CHA
BB4,Double it!,Tyler Fordice,CHA
BB4,Double it!,Micah Wallace,CHA
BB4,Double it!,Chase Reeve,CHA
BB4,Bubblegunk Campers,Given Arnold,CHA
BB4,Bubblegunk Campers,Josiah Weaver,CHA
BB4,Bubblegunk Campers,Zach Weaver,CHA
BB4,Bubblegunk Campers,Luis Fortlin,CHA
BB4,Bubblegunk Campers,Duncan Arnold,CHA
BB4,Mr. Buth's Wildest Flex,Justin Buth,CHI
BB4,Mr. Buth's Wildest Flex,JD Look,CLT
BB4,Mr. Buth's Wildest Flex,Eric Clarkson,BMOR
BB4,Mr. Buth's Wildest Flex,Troy Stenstrom,MPLS
BB4,Mr. Buth's Wildest Flex,Melanie Szemis,PDX
BB4,Pierre Escargot,Pierre LaFortune,SF
BB4,Pierre Escargot,Felix Yuan,SF
BB4,Pierre Escargot,Derek Nomaddic,SF
BB4,Pierre Escargot,Gino Miglio,SF
BB4,Pierre Escargot,Brian McMahon,SF
BB4,FSw/oU,Andrew Daugherty,NY
BB4,FSw/oU,Tiana Tan,NY
BB4,FSw/oU,Mike Dooley,NY
BB4,FSw/oU,Jenny Chang,NY
BB4,FSw/oU,Chris Wallace,NY
BB4,HoBB4,Brian Lee,SF
BB4,HoBB4,Andrew Dotson,SF
BB4,HoBB4,Matt Wu,SF
BB4,HoBB4,Kelly Kim,SF
BB4,HoBB4,Ben Oztaly,SF
BB4,Pince Harming,Damish Shah,PDX
BB4,Pince Harming,Miranda Aguilar,PDX
BB4,Pince Harming,Imandra McKenzie,PDX
BB4,Pince Harming,Jason Galginaitis,PDX
BB4,Pince Harming,Ara Roselani,PDX
BB4,chicken nuggets,John Koutroulakis,CLT
BB4,chicken nuggets,Amanda Lax,CLT
BB4,chicken nuggets,Stephi Castillo,CLT
BB4,chicken nuggets,Travis Teta,CLT
BB4,chicken nuggets,Jorge Hernandez,CLT
BB4,#paulallenscard,Alexander Lee,DFW
BB4,#paulallenscard,Bethany Caspersz,CIN
BB4,#paulallenscard,Julie King,PDX
BB4,#paulallenscard,Matt Abdou,PDX
BB4,#paulallenscard,Will Edmonson,DFW
BB4,Pilcerova's Hornets,Justyn Dooley,BOS
BB4,Pilcerova's Hornets,Ceres Lee,BOS
BB4,Pilcerova's Hornets,Thomas Boning,BOS
BB4,Pilcerova's Hornets,Matthew Steele,BOS
BB4,Pilcerova's Hornets,Michael Leuchtenburg,BOS
BB4,Live Laugh Love,J Sisk,MPLS
BB4,Live Laugh Love,Dexter Chacko,MPLS
BB4,Live Laugh Love,Paul Fore,MPLS
BB4,Live Laugh Love,Nick Larsen,MPLS
BB4,Live Laugh Love,Jesse Sorensen,MPLS
BB4,Just Practicing,Kyle Shipwash,CLT
BB4,Just Practicing,Brian Lancaster,CLT
BB4,Just Practicing,Bobby Hutter,CLT
BB4,Just Practicing,Kyle McKinney,CLT
BB4,Just Practicing,Kasi White,MPLS
BB4,POGS,Ryan Lescoe,CLMSP [Charlottapolis]
BB4,POGS,Ryan Rismon,MPLS
BB4,POGS,Nathan Palmer,MPLS
BB4,POGS,Connor Venteicher,MPLS
BB4,POGS,Yennhi Vo,MPLS
BB4,"Honey, I Killed the Queen!",Sebastian Joseph,BMOR
BB4,"Honey, I Killed the Queen!",William Bryant,CHA
BB4,"Honey, I Killed the Queen!",Katie Kasten,DFW
BB4,"Honey, I Killed the Queen!",Amy Louangrath,DFW
BB4,"Honey, I Killed the Queen!",Corey Cossentino,BMOR
BB4,SF Sekrit,Josh Biedenweg,SF
BB4,SF Sekrit,Steve Halili,SF
BB4,SF Sekrit,DRay Williams,SF
BB4,SF Sekrit,Ryan Piaget,SF
BB4,SF Sekrit,Dan Shupp,SF
BB4,Seattle BooperSonics,David Walsh,LA
BB4,Seattle BooperSonics,Kevin Marnell,SEA
BB4,Seattle BooperSonics,Gabriel Sosa,SEA
BB4,Seattle BooperSonics,Chris Baldwin,MPLS
BB4,Seattle BooperSonics,Tressa Points,SEA
BB4,Queen's Revenge,Courtney LaSchultz,CLT
BB4,Queen's Revenge,Jacob LaSchultz,CLT
BB4,Queen's Revenge,Cheyenne Steel,CLT
BB4,Queen's Revenge,Steven Saenz,CLT
BB4,Queen's Revenge,Preston Truett Grigg,CLT
BB4,Ni Howdy,Woody Stanfield,CHI
BB4,Ni Howdy,Dan Barron,CHI
BB4,Ni Howdy,Helen Lau,CHI
BB4,Ni Howdy,Andrew Quang,CHI
BB4,Ni Howdy,Nick Davis,CHI
BB4,Royal Jelly Jamboree,Adam Blonski,CHI
BB4,Royal Jelly Jamboree,Steven Bartel,MAD
BB4,Royal Jelly Jamboree,Peter Gill,MAD
BB4,Royal Jelly Jamboree,Nicole McKeon,LA
BB4,Royal Jelly Jamboree,Rusteen Honardoost,LA
BB4,M A S K S,Sam Weddle,SF
BB4,M A S K S,Sarah Stewart,MPLS
BB4,M A S K S,Andi Slobodien,PDX
BB4,M A S K S,Michelle Lutz,MPLS
BB4,M A S K S,Kayla Grothaus,MPLS
BB4,60%,Sam Beckman,NY
BB4,60%,Sarah Greenwood,NY
BB4,60%,Brian Wong,NY
BB4,60%,Prashant Sridhar,NY
BB4,60%,Charles Pratt,NY
BB4,Super Smash Bees,Sam Powers,CBUS
BB4,Super Smash Bees,Julia Azarcon,CBUS
BB4,Super Smash Bees,Eric Howell,CBUS
BB4,Super Smash Bees,Ammar Ahmed,CLT
BB4,Super Smash Bees,Jason Steckey,CLT
BB4,Sting Theory,Lex Wilkins,PDX
BB4,Sting Theory,Johnmark Faris,PDX
BB4,Sting Theory,Cody Frederickson,PDX
BB4,Sting Theory,Thomas Hardy,PDX
BB4,Sting Theory,Alyssa DeMoss,PDX
BB4,oh no,Rob Neuhaus,NY
BB4,oh no,Deanna Lopez,NY
BB4,oh no,Carlos DeLaSerda,CBUS
BB4,oh no,Jose Velasco,CLT
BB4,oh no,Kevin Constantino,NY
BB4,Spicy Milk,Dylan Conrad,CLT
BB4,Spicy Milk,Cesar Bustos,CHI
BB4,Spicy Milk,Aaron Goldberg,CHI
BB4,Spicy Milk,John Colby Cook,CHI
BB4,Spicy Milk,Chris Cadayona,CHI
BB4,PIZZA,Kevan Smoliak,MPLS
BB4,PIZZA,Nick Valentine,MPLS
BB4,PIZZA,Alison Jesme,MPLS
BB4,PIZZA,Shelby Renee,MPLS
BB4,PIZZA,Francis Sullivan,MPLS
BB4,Top Bottoms,Matthew Anderson,CHA
BB4,Top Bottoms,Nate Johnson,ATL
BB4,Top Bottoms,Sarah Mack,CHA
BB4,Top Bottoms,Blake Fisher,CHA
BB4,Top Bottoms,Craig Stukey,LA
BB4,YUH,Craig Payne,CBUS
BB4,YUH,Hell Logsdon,CBUS
BB4,YUH,Mitch Diemert,CBUS
BB4,YUH,Casey Campbell,CHI
BB4,YUH,Andrew Wilkening,CHI
BB4,The Spectators,Adam Kocis,JAX
BB4,The Spectators,Kristen Ferris,JAX
BB4,The Spectators,Evin Schmidt,JAX
BB4,The Spectators,Vivvian Curran,JAX
BB4,The Spectators,Josh Howlett,JAX
BB4,Mologna Sandwich,Tyler Moloney,PHX
BB4,Mologna Sandwich,Kim Grosso,PHX
BB4,Mologna Sandwich,Burton Flake,PHX
BB4,Mologna Sandwich,Max Sumeta,PHX
BB4,Mologna Sandwich,Sam Gramley,PHX
BB4,Sydney's Side Bees,Sydney Niles,CLT
BB4,Sydney's Side Bees,Andrew Talarico,CLT
BB4,Sydney's Side Bees,Nicole De Vall,CLT
BB4,Sydney's Side Bees,Aaron Carter,CLT
BB4,Sydney's Side Bees,Michael Roman,STL
BB4,Put Your Hands In The Air,Andrew Kelley,NY
BB4,Put Your Hands In The Air,Brian Kang,NY
BB4,Put Your Hands In The Air,Austin Waters,NY
BB4,Put Your Hands In The Air,Wyatt Yeong,NY
BB4,Put Your Hands In The Air,Jack Schlesinger,NY
BB4,What is Coin Op?,Rosalinda Olivares,DFW
BB4,What is Coin Op?,Eduardo Martinez Banda,DFW
BB4,What is Coin Op?,Carlos Trejo,DFW
BB4,What is Coin Op?,Charles Bentley,DFW
BB4,What is Coin Op?,Chris Hailey,DFW
BB4,Some Like It Honk,Jenn Gilbert,MAD
BB4,Some Like It Honk,Lev Bakin,MAD
BB4,Some Like It Honk,Hilton Jones,MAD
BB4,Some Like It Honk,Heidi Jones,MAD
BB4,Some Like It Honk,Stefen Showers,MAD
HH2,Duck Hunt,Chris Dessonville,SF
HH2,Duck Hunt,Maisie Sumo,SF
HH2,Duck Hunt,Yuting Sumo,SF
HH2,Duck Hunt,Ryley (Fr00tFly) Sumo,SF
HH2,Duck Hunt,nykh Sumo,SF
HH2,Bumpkin Spice Latte,James Bishop,SLC
HH2,Bumpkin Spice Latte,Nickie Bishop,SLC
HH2,Bumpkin Spice Latte,Ben Engel,SLC
HH2,Bumpkin Spice Latte,Mark Howell,SLC
HH2,Bumpkin Spice Latte,Elyse Freeman,SLC
HH2,Hive it Our Way,Toni Scarlett,SEA
HH2,Hive it Our Way,Jeff Hochgesang,SEA
HH2,Hive it Our Way,Marian Wu,NY
HH2,Hive it Our Way,Ben Mills,NY
HH2,Hive it Our Way,Kasi White,MPLS
HH2,Got Gitted Good,Woody Stanfield,CHI
HH2,Got Gitted Good,Kaylee Perkizas,SEA
HH2,Got Gitted Good,Brian Lancaster,CLT
HH2,Got Gitted Good,Nick Davis,CHI
HH2,Got Gitted Good,Eduardo Martinez Banda,DFW
HH2,Sumo Berry Boys,Thomas Sumo,SF
HH2,Sumo Berry Boys,Sean Sumo,SF
HH2,Sumo Berry Boys,Duc Sumo,SF
HH2,Sumo Berry Boys,Sam Sumo,SF
HH2,Sumo Berry Boys,Rishi Sumo,SF
HH2,Jennifer Connelly in Phenomena,Zane Cacace,LA
HH2,Jennifer Connelly in Phenomena,Nicole McKeon,LA
HH2,Jennifer Connelly in Phenomena,Rusteen Honardoost,LA
HH2,Jennifer Connelly in Phenomena,Phil Bessenecker,LA
HH2,Jennifer Connelly in Phenomena,Steve Lee,LA
HH2,Bee Day Squad,Toshi Satow,SEA
HH2,Bee Day Squad,Matt Abdou,PDX
HH2,Bee Day Squad,Heather Gardner,PDX
HH2,Bee Day Squad,Jason Galginaitis,PDX
HH2,Bee Day Squad,Nathan Palmer,MPLS
HH2,Two Week Notice,Tyler Moloney,PHX
HH2,Two Week Notice,Felix Yuan,SF
HH2,Two Week Notice,Sam Weddle,SF
HH2,Two Week Notice,Scott Wilkewitz,SF
HH2,Two Week Notice,Kevin Marnell,SEA
HH2,Double Dreygon,Jeremy Watson,SF
HH2,Double Dreygon,Andrew Quang,CHI
HH2,Double Dreygon,Brian McMahon,SF
HH2,Double Dreygon,DRay Williams,SF
HH2,Double Dreygon,Steve Halili,SF
HH2,Mini Mob,Q - Red Bull - HH2,Red Bull
HH2,Mini Mob,Hunter Hatch,Red Bull
HH2,Mini Mob,Anuhia Reimann,Red Bull
HH2,Mini Mob,Natalie Crawford,Red Bull
HH2,Mini Mob,Joseph Galligan,Red Bull
HH2,Game of Combs,Lukas S. - Red Bull - HH2,Red Bull
HH2,Game of Combs,Trever Harley,Red Bull
HH2,Game of Combs,Josh Azuvedo,Red Bull
HH2,Game of Combs,Finn Hawthorn,Red Bull
HH2,Game of Combs,Anthony - Red Bull - HH2,Red Bull
HH2,TEAM SERMOR,Talene Savadian,Red Bull
HH2,TEAM SERMOR,Nicolas Sanguinetti,Red Bull
HH2,TEAM SERMOR,Coltyn Tlumacki,Red Bull
HH2,TEAM SERMOR,Alex Savadian,Red Bull
HH2,TEAM SERMOR,Taylor Larison,Red Bull
HH2,"You, Me, and Rick James",Burton Flake,PHX
HH2,"You, Me, and Rick James",Rik Oclon,PHX
HH2,"You, Me, and Rick James",James Bear,PHX
HH2,"You, Me, and Rick James",Christopher Sharp,PHX
HH2,"You, Me, and Rick James",Josh Spiegel,PHX
HH2,Berry Gives You Wings,McKenna Caldwell,SLC
HH2,Berry Gives You Wings,Maxwell Calehuff,LA
HH2,Berry Gives You Wings,Alex P - SLC,SLC
HH2,Berry Gives You Wings,Neda Xaymountry,LA
HH2,Berry Gives You Wings,Brendan Smythe,LA
HH2,Mulholland Dive,Luis Ballesteros,LA
HH2,Mulholland Dive,Marina Catherine,MPLS
HH2,Mulholland Dive,Curtis Clements,SLC
HH2,Mulholland Dive,Steve Parker,DC
HH2,Mulholland Dive,Carissa Phong,NY
HH2,Queens of the Drone Age,Andrew Daugherty,NY
HH2,Queens of the Drone Age,Carlos Trejo,DFW
HH2,Queens of the Drone Age,Aaron Tran,CLT
HH2,Queens of the Drone Age,Miranda Steele,SF
HH2,Queens of the Drone Age,Gino Miglio,SF
